,G789,Violation,obv_G789,Kittitas,Tieton,Roza,Wapato,Sunnyside,Div,obv_Div
1980-01-01,11.708016262614407,1.7080162626144073,8.552383572748388,12.632332229422838,3.41688192083548,13.119601781821865,22.258521547198246,17.37573059361514,68.80306807289358,68.61725446032787
1981-01-01,11.536772651447142,1.5367726514471425,11.686539255638712,13.568706572503721,3.4799094074990466,14.157060049348347,23.06767848248455,17.847425404835093,72.12077991667076,69.81379163967124
1982-01-01,16.949225304348825,6.9492253043488255,19.39416778859355,13.797601074782117,3.538468154099397,14.437990249604269,23.069612646454303,17.964073488028795,72.80774561296889,69.31650152153425
1983-01-01,14.213592928485383,4.213592928485383,15.217029092507529,12.980247515277252,3.5454241960793023,13.668761655436652,22.925425042733174,17.64658547524397,70.76644388477035,68.17925100019727
1984-01-01,19.796118923779296,9.796118923779296,16.670961398778495,13.707603483815964,3.5730470977683937,14.416726352944805,23.138163680715667,17.958102616028214,72.79364323127304,70.5315806192787
1985-01-01,20.616347725719205,10.616347725719205,10.68638671951828,11.192035205299353,3.4268592393873947,11.777788479840941,21.251654718453896,17.150159830245375,64.79849747322696,71.9488031921096
1986-01-01,11.501200912274337,1.402000912274337,8.193673252541936,11.943223297232667,3.5075191991915857,12.443054040127851,21.714003118367767,17.238822507821425,66.8466221627413,67.61371498952941
1987-01-01,0.001069491090311836,-10.197330508909687,7.473390480722581,12.286392740310154,3.443281983730292,11.443295257980484,20.862376793250117,16.653295530000655,64.68864230527171,63.903874850367124
1988-01-01,7.589298181885863,-2.708301818114136,11.687574494658065,12.80165300403006,3.4400227584237153,13.146919080336106,22.41361782113526,17.390702807071193,69.19291547099633,69.0698595619672
1989-01-01,9.052556959055652,-1.3442430409443489,8.403024970701075,13.083750446282503,3.4905966354123916,13.64484974278341,22.82089505111004,17.68629814651345,70.7263900221018,71.61668166391233
1990-01-01,10.2014442499777,-0.29455575002230105,12.654690726778496,13.98293617452253,3.5558583174245024,14.408410632340027,23.009716118078682,18.14302175969802,73.09994300206375,75.4869254072022
1991-01-01,14.009847590871233,3.4146475908712333,14.573496099750537,14.194859583578944,3.583764347738008,14.525553614020128,23.167689311852428,18.33027643867935,73.80214329586886,74.93285422237808
1992-01-01,0.6212998185898605,-10.073100181410139,11.46680469907957,11.972152167936676,3.3487368158003337,11.06157061991651,20.214783476336365,16.616798759601448,63.21404183959133,59.32863724878688
1993-01-01,4.749132537849801,-6.044467462150199,11.741005007339355,11.781925927551903,3.3660502998708375,11.425442489751736,20.51930191037436,16.969055294007177,64.061775921556,56.132960345950686
1994-01-01,4.250522673776371e-15,-10.892799999999996,10.699905723182795,11.305590956861321,3.3001278774790572,8.565664060222412,17.4739611421476,15.60023042779556,56.24557446450595,48.443117319452064
1995-01-01,19.244668244902694,8.252668244902694,16.080875157746238,13.164724596339596,3.3426711038372896,13.025545915826578,21.735118862840718,17.632263653660257,68.90032413250444,66.27969584534794
1996-01-01,16.5678365754094,5.476636575409401,15.069406038227958,14.403543514007907,3.488147597816296,13.66160834163735,20.53945206065408,18.980190116717097,71.07294163083273,67.73277898649181
1997-01-01,32.2353026504613,21.0449026504613,31.094956804851616,14.249528749890384,3.4599414450414976,13.160762326073108,19.124562293580745,19.325925317857344,69.32072013244307,66.8590659861041
1998-01-01,19.124847372363238,7.835247372363238,14.933475095225807,11.976550049530363,3.2064078577893813,11.40394003909599,19.9679012286878,17.23672035309614,63.79151952819968,68.12703941681094
1999-01-01,43.78175144367947,32.392951443679465,45.35062437625806,14.468512900760679,3.324478518784901,13.441747443873206,20.13897906707621,18.908597268364268,70.28231519885927,68.36684031465205
2000-01-01,14.80796930633759,3.3199693063375904,13.422513298270966,13.618932348767435,3.2297654323671683,12.917660184855894,20.928622314925814,17.808350223001245,68.50333050391755,68.66830986316066
2001-01-01,15.225733193265432,3.638533193265433,11.870263733367741,6.737754938743559,2.935987587713373,6.043357526228752,13.471166151701098,14.769086329171923,43.957352533558705,46.79375883090411
2002-01-01,13.373353491571867,1.6869534915718685,17.582946078417205,13.93148524548352,3.215460753808091,12.997099453878945,20.666733444840247,17.92587102252935,68.73664992054015,64.9763457697315
2003-01-01,9.6709951939014,-2.114604806098601,11.241254535088173,12.676302833487902,3.204264381068713,11.84840969011764,20.18232783120972,17.412299589009955,65.32360432489392,63.50767194345205
2004-01-01,9.616526349188227,-2.268273650811773,12.121816665668817,12.024885822969114,3.1675676642043573,11.167804747540746,19.45209627751305,17.182954948573197,62.99530946080046,61.759397433967216
2005-01-01,10.91922924883663,-1.0647707511633708,10.749018680189247,7.708906575230401,2.9978621345049743,7.170613054506196,14.477550970367416,15.005221448867733,47.36015418347672,48.04268007639847
2006-01-01,11.683480053758808,-0.39971994624119134,14.148408689479568,13.770939974269922,3.275660447109893,12.858837746904786,20.34608492894198,17.779000472807773,68.03052357003435,62.2931513819178
2007-01-01,10.189755049651604,-1.9926449503483958,13.58604046572043,14.29425394702608,3.347019052280197,13.397987743254953,20.12460877834238,18.23619478543623,69.40006430633984,65.65680312170959
2008-01-01,23.871474096531998,11.589874096531997,21.420394433926884,13.131438188989959,3.260173257840952,12.427144259039617,19.56674425970446,17.46847091917838,65.85397088475338,64.9655436582295
2009-01-01,13.465961974210744,1.0851619742107435,14.937352166847312,13.66654363352836,3.267997537583598,13.20257185971253,19.848928624777642,17.842520209294893,67.82856186489703,65.16928812913973
2010-01-01,27.099995692002622,14.619995692002622,20.273704829556987,11.626453909166713,3.219979894294434,11.072301402390094,18.132575100189875,17.116039218544167,61.16734952458528,63.06507598027398
2011-01-01,27.53756997670537,14.95836997670537,34.32263922855914,14.104420119917346,3.334756813756155,13.494946839490046,19.650795583437915,18.093899356950658,68.67881871355212,61.659778327224984
2012-01-01,27.162209715781884,14.483809715781884,30.161993310967745,13.72033418111456,3.2460438396680384,13.231354937820605,19.466688933778894,17.855048846359903,67.519470738742,64.14763595011148
2013-01-01,23.800872726183872,11.023272726183873,18.72328215704086,11.920186380913545,3.1625717991121327,11.479627590259811,17.74085591451882,17.242845482601652,61.54608716740596,64.96804467103561
2014-01-01,19.679582693368047,6.802782693368048,19.09440519607742,13.078683477633962,3.228796047725363,12.626999188224866,18.684644550740558,17.562029927168304,65.18115319149305,67.63797281700823
2015-01-01,12.047082313782814,-0.9289176862171846,13.761340939664516,8.31454389004193,3.213302102751842,8.01038355480633,13.885733340456552,15.133357761023147,48.557320649079806,52.16875902667397
2016-01-01,8.392594266700181,-4.682605733299818,14.93241955740215,14.068326479231905,3.3054476454384702,13.41703089617393,19.039839906510814,18.0331791650302,67.86382409238533,63.712794631606556
2017-01-01,16.16700559351267,2.9926055935126694,14.938256986049034,13.194336057962971,3.3007493129305803,12.696705542172623,18.46830505063411,17.588945644852647,65.24904160855293,60.09483425437808
2018-01-01,10.730008337335073,-2.5435916626649266,11.874922308954838,13.247658998021267,3.313454235208647,12.58542145267883,18.292264331973016,17.52119409128348,64.95999310916524,63.131407189479454
2019-01-01,7.382512160734304,-5.9902878392656955,12.774169488894623,11.421033125436285,3.2110436169294228,10.65886562348684,16.759217844062416,16.982927070305337,59.0330872802203,55.28454151101371
2020-01-01,14.45877823399128,0.9867782339912807,13.927273515423655,13.10616694631885,3.265641138204699,12.598795822967157,18.05001885439916,17.51012231376711,64.53074507565698,65.99779276354099
2021-01-01,18.07005827451475,4.498858274514751,15.639924231913978,12.800344538312691,3.1534297651651952,12.292901462154552,17.40168098458965,17.42153532004592,63.06989207026801,67.57536546516164
2022-01-01,24.605932164608845,10.935532164608844,19.675499066804303,12.995796200363781,3.2292944344590313,12.549309919627284,17.549785878671685,17.52260275507091,63.84678918819269,62.47875541491813
2023-01-01,12.493366377521506,-1.276233622478495,13.275368788302794,11.406228374715393,3.121587270879459,10.812670463401648,16.04977870021932,17.022744011062738,58.41300882027856,58.47506181254662
