,C1,C2,G
1988-07-01,126.02335263669615,27.956683414016272,0.004138734998734789
1988-08-01,132.48745290032377,23.32929794424128,10.943015776596269
1988-09-01,54.536427183034675,48.19093110777479,8.736261640779203
1988-10-01,16.235881066683763,23.438183519022417,14.87616899370225
1988-11-01,17.000295692150683,22.835155139436992,84.95222446929185
1988-12-01,30.004546327460936,35.830085349719205,61.01517246605031
1989-01-01,32.98681571499774,18.393135196344637,51.14905227401188
1989-02-01,54.88837259035848,13.835994409603302,64.66326946120971
1989-03-01,63.12368656866243,16.86999214130733,92.09124306494333
1989-04-01,62.129294483859105,60.92124445111473,102.11345519931686
1989-05-01,92.00938566438168,115.03251657764646,97.61665772435262
1989-06-01,113.07255116593207,58.227014682182244,40.02894370517393
1989-07-01,146.32171996393336,23.682625675303154,7.807567632135517
1989-08-01,122.99687303470249,22.50596875360792,5.704931637352774
1989-09-01,58.9481857316282,50.81918145276169,11.57556803923239
1989-10-01,29.76022240904977,16.79889174965733,29.026335177853408
1989-11-01,19.50714100745048,8.573786304564434,39.4428353549108
1989-12-01,25.391975526493162,37.76438105875973,66.57827007232672
1990-01-01,54.54731856484591,69.12296970416153,184.0594960087231
1990-02-01,63.31258808150209,41.10722163456955,98.43515024757292
1990-03-01,69.70599788103094,39.44423335397933,95.69968359117327
1990-04-01,75.5901516109249,87.50708188609397,88.7183302555044
1990-05-01,88.45432049046876,55.460129978204414,38.60159057537076
1990-06-01,123.01896769767168,59.91082016354719,55.856627282635
1990-07-01,134.25696652789634,27.458041448496367,7.23124425051543
1990-08-01,125.5372330943943,20.249341488029437,14.011236961709878
1990-09-01,54.40497831466239,56.81819254636682,9.501255471299714
1990-10-01,29.959924825955866,20.21535760719336,26.775211028510718
1990-11-01,31.479263289772536,48.271950928938985,101.96453359955241
1990-12-01,145.11178827868784,70.23756591328403,208.1245498333614
1991-01-01,85.6356828798232,39.66316732726418,113.54966358194356
1991-02-01,92.55356632574644,67.39274748029428,167.68427602600778
1991-03-01,89.16265451167908,64.1958660734376,157.93125940477552
1991-04-01,122.96229834264047,45.852616267670214,95.77267325522777
1991-05-01,112.8127726432056,80.7342136215461,76.1636445819842
1991-06-01,104.1798754734755,49.00608118563795,68.67188106964781
1991-07-01,133.53394098671876,36.691070954052684,14.657732776551208
1991-08-01,137.50294688388874,23.387117113817364,14.813605259886417
1991-09-01,63.607080912304134,60.85326691105216,17.08417606075523
1991-10-01,36.152165588019656,23.30690668701898,29.866099177471206
1991-11-01,21.4438186490813,7.4945680808035,61.71553708205634
1991-12-01,32.03208662704122,32.961679832047075,73.96598974034619
1992-01-01,41.13584355465105,15.99565045644482,66.07934638506165
1992-02-01,53.6695346918144,64.863882109934,136.2862680855769
1992-03-01,54.214555880611094,71.54305449791937,117.70948960501941
1992-04-01,68.99075395724503,38.35895363912127,68.60156718057051
1992-05-01,104.31521077440034,33.539631497422995,33.956118398766556
1992-06-01,128.37280409068697,13.77409042079824,31.679395144623133
1992-07-01,119.37306963676251,10.328549005129624,-2.521280675277775e-15
1992-08-01,101.49023254172731,19.29551051633286,2.0628660070454523e-15
1992-09-01,25.911026409782753,50.756829161868694,1.9864089095148065
1992-10-01,16.742777192107372,6.804686670947571,2.6760529492346734
1992-11-01,13.142173851143275,5.73666378492856,28.83561173117766
1992-12-01,11.409778115754959,5.077174395483854,14.787506686090568
1993-01-01,10.547542622957788,2.962108644820255,12.391411796392395
1993-02-01,20.601213974315534,6.374801659860717,24.40575357142672
1993-03-01,51.33492798683181,18.09913001149,67.65442776192462
1993-04-01,50.12185745885076,46.39430653896695,72.21347928957786
1993-05-01,53.27037366775398,104.39426985312893,93.62951438687429
1993-06-01,93.7100863241115,44.19788189480203,35.64008795562047
1993-07-01,118.93245980038094,21.377893362314243,1.1460366705808067e-15
1993-08-01,108.55329755162371,23.23203164595406,-4.584146682323227e-16
1993-09-01,52.1932594513753,55.10591007682333,14.764584058201875
1993-10-01,21.221931969785757,17.021341962792736,11.493158620263609
1993-11-01,15.914407171111064,1.801481059952846,15.828739923344832
1993-12-01,18.203695872653576,2.0049443032333767,42.69637526011662
1994-01-01,21.628148499870267,17.712955934793374,47.48181511646233
1994-02-01,31.434974936626492,22.784673408159957,75.44729696050764
1994-03-01,43.436772926704464,38.13605237743286,74.98009556767012
1994-04-01,40.45996317346601,72.8218373454418,66.31617592238571
1994-05-01,51.952814278051214,47.73249044524526,15.803081535403756
1994-06-01,79.7108728788642,17.96968494232645,7.105427357601002e-15
1994-07-01,103.61232528228687,11.853808757320433,-1.4210854715202004e-14
1994-08-01,86.05715168423707,14.609185049956135,-2.2920733411616134e-16
1994-09-01,23.539294894608304,36.99472080379732,-2.3684757858670005e-15
1994-10-01,17.02681873831009,17.136912098800767,45.85437766120348
1994-11-01,23.236066691910786,21.171828621102765,79.85738121992526
1994-12-01,28.89782182981347,16.984155469512352,75.24039998468966
1995-01-01,51.981582529694215,35.0848725590472,117.00656866730752
1995-02-01,81.39496369608786,66.70260638408145,188.55861139338094
1995-03-01,78.5070335016142,87.29886920083005,199.2667926660293
1995-04-01,81.7394598640911,74.46980023639364,118.37030191970156
1995-05-01,85.61705229752698,112.13075451389692,110.44015075796999
1995-06-01,105.34981128289746,55.94406497199746,42.588444197078935
1995-07-01,137.53803416672076,29.11416500062391,17.479041738492796
1995-08-01,137.73600292213922,20.97894885469795,15.787713813694815
1995-09-01,67.46956967129205,49.592850529984204,24.866235873503182
1995-10-01,33.58745914466547,13.787295225543227,30.283719322995495
1995-11-01,55.112395801349244,62.43461815536177,169.4687776908681
1995-12-01,107.58312975204974,144.76021824814782,252.54518976488282
1996-01-01,102.53409790401852,76.1934691827859,167.60832273245754
1996-02-01,187.32272936674667,121.94974316298583,333.3839727231777
1996-03-01,129.4460418250607,78.10940231223745,200.75772850100356
1996-04-01,124.5802274448187,79.91863605074333,189.60721412927472
1996-05-01,133.68301052698712,102.07831464153529,135.81900412916835
1996-06-01,144.2069237797479,59.211187536920335,72.21553748246721
1996-07-01,156.40928772018668,25.3473714029097,17.81721033281042
1996-08-01,146.55403849032194,25.54638313879117,20.915507858251292
1996-09-01,60.851840932901816,50.97548477689144,15.272618560365215
1996-10-01,33.597676706467716,20.428784148603174,32.12403651144421
1996-11-01,22.68588025583979,16.57334229640515,48.82069289129637
1996-12-01,19.175626195263707,11.45744531283943,33.27639922778841
1997-01-01,33.85899343240744,50.998997587615534,115.69028493923008
1997-02-01,76.23961074290001,54.254287929436074,133.7974870012419
1997-03-01,167.22021671564596,54.57349078879938,221.06390850807233
1997-04-01,167.6665467496396,92.42167594996917,216.86844384461702
1997-05-01,190.57499019678613,164.9431546578847,278.69008395588713
1997-06-01,143.29974419107538,193.15362299315265,243.25635862827968
1997-07-01,148.94695580232747,82.61324860218521,47.263755932284695
1997-08-01,152.28034813490302,37.10205156098426,28.982201064423386
1997-09-01,68.68902861020356,47.978480581678326,18.40491298714791
1997-10-01,39.90671702740277,31.1973309724028,75.67385997059947
1997-11-01,64.21702404767194,74.9952242966405,176.2619255850289
1997-12-01,49.833804272792165,57.03306324125643,101.7254659597146
1998-01-01,49.09641830232377,33.87788485352053,89.59854812908004
1998-02-01,74.76357427789317,32.58602156823006,123.8440311047028
1998-03-01,86.68172707122217,30.85777537979781,135.56956976939102
1998-04-01,86.71591291607358,61.4035790770955,112.22729319549276
1998-05-01,130.28617135434007,114.43809705912142,157.06186908624676
1998-06-01,110.30990417700416,72.32679190031783,75.38874148832528
1998-07-01,135.43851427181824,37.321695134865806,25.5765001754825
1998-08-01,138.4452946540773,17.675991136275712,19.0822433400539
1998-09-01,60.68042145413733,51.92805456710326,19.47638873130086
1998-10-01,41.259992206767244,16.72557065261022,25.877639119136898
1998-11-01,27.720265690881078,9.585214756539115,64.38196391316072
1998-12-01,41.728258788357934,42.82137531555214,143.51207517008692
1999-01-01,102.53398975757388,73.50022139883187,192.30401588205666
1999-02-01,85.099070900823,28.17266893742103,167.6726468301077
1999-03-01,110.32051687782491,27.82010976991027,146.5106814040957
1999-04-01,105.73684098302527,46.230323813172525,91.41179345774677
1999-05-01,97.53735425865813,75.28962430070754,75.79164175318682
1999-06-01,131.1935558731464,171.88883308206786,176.6662049548541
1999-07-01,125.0420187733939,100.71955027773494,87.89715659870011
1999-08-01,126.9313595967082,37.85192296343258,26.697477230500404
1999-09-01,62.605456589618896,61.59172756095422,23.868593113102563
1999-10-01,34.593176878173885,33.769939552994174,43.95136724778205
1999-11-01,34.222358078529645,22.88322983370068,77.54228898524595
1999-12-01,123.83698955775532,65.32601229872694,200.54933139337908
2000-01-01,65.5250860700914,28.92966033390434,85.94587261172207
2000-02-01,61.91087640707264,20.08495095847463,92.11273546699456
2000-03-01,86.61266835442858,23.833326676347767,123.28992556588321
2000-04-01,83.54404972319915,64.13357283431888,115.76598715479767
2000-05-01,87.92097070143333,121.64439380283777,110.12758917715061
2000-06-01,116.1511028312739,84.8609743867596,83.89382572837323
2000-07-01,143.36903731807485,26.393701332738292,21.329849195602613
2000-08-01,137.0553206181,20.971826947655163,16.705858787412346
2000-09-01,54.746397550107034,46.25521467455159,12.731402466222494
2000-10-01,34.02648240452054,20.43220778257002,26.587196748220396
2000-11-01,23.49180219382455,6.044186490079541,39.72884983182929
2000-12-01,21.086721364075412,4.461118755413738,22.632274488741327
2001-01-01,18.476742662815916,3.651551582762672,25.639063792429535
2001-02-01,15.998317239715274,3.308217139176269,19.758929428764446
2001-03-01,48.97631312481587,8.42487366324707,70.40181793649545
2001-04-01,37.49439341331351,34.84040165919276,60.18394656105058
2001-05-01,42.041575466956296,71.05629383083335,50.365831089182485
2001-06-01,78.66310820061966,26.823799191506847,40.187545873688485
2001-07-01,108.21906927459013,16.948778703207033,15.771304888766146
2001-08-01,93.43684311338306,17.390781262286254,15.85959586928489
2001-09-01,35.617553204277634,42.588512635004456,20.934214814645873
2001-10-01,17.03333006152786,18.301161688055487,23.56249325011303
2001-11-01,15.55230217370495,17.262895273211786,65.6228330324491
2001-12-01,31.33418377411756,40.55392145699265,92.90371067980018
2002-01-01,69.2663990367268,45.58475530991856,122.8082193245876
2002-02-01,60.466027995094784,24.510768870064624,108.35656774859478
2002-03-01,81.21654389954281,31.192815261609166,117.30918525615394
2002-04-01,72.1680929740929,54.279599492817155,95.8209114392189
2002-05-01,71.28609075188166,94.01944239785782,74.9239766042586
2002-06-01,139.3422649630608,126.54434182500812,142.79453018324753
2002-07-01,134.77286529541954,39.49352812097671,24.080049289920012
2002-08-01,140.90987828903323,18.042802103404203,11.811766518138269
2002-09-01,61.37592824624241,52.22195125320937,12.29082148062195
2002-10-01,33.800704818207805,23.079450857355532,26.006554503606548
2002-11-01,26.231271707449917,4.530416788249804,37.363670870807596
2002-12-01,22.546292349755156,3.8969787399110283,89.11166558342448
2003-01-01,36.655864219519806,20.78191672105368,111.03551375410682
2003-02-01,61.440557133583994,73.66006967948199,160.7029544097877
2003-03-01,62.62357914071282,56.44317127222311,119.69511746987844
2003-04-01,66.22407351838972,73.31474937011573,97.79978627499467
2003-05-01,62.596016448213874,74.85168482519218,49.080220724577345
2003-06-01,104.6504594655456,48.587023342125555,38.597769854261976
2003-07-01,149.63369245193627,19.952312894524916,16.959841447891066
2003-08-01,129.26395943230872,16.724668266679252,11.743611971005706
2003-09-01,57.39163099604669,44.683492459085365,8.69024509317905
2003-10-01,29.270449109219772,23.523143346549634,27.685350873758328
2003-11-01,22.841007291755556,14.985211397940663,45.55916109458996
2003-12-01,36.85291072832077,28.925979566777315,62.41935170848139
2004-01-01,36.07658648245583,16.39848353706838,49.1338408163868
2004-02-01,49.16128275752764,27.57761066837745,89.5468419800442
2004-03-01,64.08342450115762,30.124724183405483,112.20470474913974
2004-04-01,63.992998201133055,82.56017001867708,119.26475667968344
2004-05-01,58.20136544794,62.544952894686475,35.84214427362105
2004-06-01,84.80992900987397,45.64664143649634,27.272826305135727
2004-07-01,137.24458222443567,19.594375347288647,14.033737081889308
2004-08-01,115.66987515345492,21.214358716770953,12.559410239503078
2004-09-01,48.73275722608949,38.30333409065245,11.329896478059222
2004-10-01,34.74376170084583,19.946509725223596,39.504010196544115
2004-11-01,21.275939213507403,19.767670005998344,39.58459687329907
2004-12-01,26.502915390834218,39.83221881830077,76.03446336681232
2005-01-01,51.51679073187445,38.239552736977494,89.0626452967301
2005-02-01,37.262120521363684,35.12413464588301,72.17651707645663
2005-03-01,35.25630232194781,14.762861058150506,55.28322591861375
2005-04-01,44.30372994299831,43.79487749104585,68.08387129974544
2005-05-01,51.777593766407946,36.95643908139525,46.422625624789944
2005-06-01,99.04552104438032,18.879350215333837,33.12713703596923
2005-07-01,118.04597904613665,13.385462473217762,10.255453018121354
2005-08-01,106.38797867765273,19.21303335173739,10.73282134436692
2005-09-01,40.93087690860648,44.09861439035334,21.781121257528028
2005-10-01,19.67302642952077,18.48400631789891,26.076531045776925
2005-11-01,23.42095571956097,28.18115984614049,91.68010080941382
2005-12-01,28.99187595219611,18.866406628072976,97.60413452177838
2006-01-01,59.40233679777211,121.3366385625288,255.99457788829775
2006-02-01,83.47557743541175,56.274746487197035,162.27749941485604
2006-03-01,82.16486701792081,28.34512377205477,119.31621081562913
2006-04-01,71.58383512134871,60.825382722713556,83.88944518260179
2006-05-01,59.294773265975,81.52900557837917,53.95160237584115
2006-06-01,82.98592233402393,68.57467648675403,50.87836702626131
2006-07-01,133.8911006441028,25.039893497661605,16.57154048290066
2006-08-01,130.15758608406318,22.441276356183373,15.862018006453653
2006-09-01,54.50172053805243,47.250564922333275,11.302957636116856
2006-10-01,31.076251927073336,24.13749811656898,29.694452161105943
2006-11-01,69.95911322118268,86.4183103957568,216.41720880221155
2006-12-01,50.556188006391864,63.87123737148313,156.06899677979126
2007-01-01,70.12787452463526,50.36983148310273,125.30877984709228
2007-02-01,86.55420259669586,45.49757973194783,138.8874895280874
2007-03-01,79.3098261878471,88.71242740541939,171.69997749619165
2007-04-01,86.10331019679221,94.24826098545125,115.11250455743905
2007-05-01,117.62921802756958,44.65372640780627,62.229189441859795
2007-06-01,110.98773906310755,36.1853682938219,29.197168215943304
2007-07-01,145.6627423883532,15.657783122611805,18.075913883328546
2007-08-01,127.72931069470229,19.323214104498348,13.448878166031196
2007-09-01,54.98213224736595,49.377565117224556,10.272204331714553
2007-10-01,30.008021689381096,15.549437624524584,31.344456488620143
2007-11-01,23.29623044827523,7.478103792472358,28.573941154662457
2007-12-01,39.61030230166479,16.801956041404086,73.06631236086156
2008-01-01,28.31536827355241,16.392971852092632,45.69916747074732
2008-02-01,51.863497225148656,16.70487439655994,68.91767885377725
2008-03-01,66.45052331267253,28.260945768775805,82.78441484721074
2008-04-01,72.90765365148901,38.48422883179936,58.91228806940228
2008-05-01,48.65969609630038,85.17259347385081,61.965745998253794
2008-06-01,64.72671246066342,127.83237644888143,81.06370116479117
2008-07-01,127.8791829161209,51.144399391052225,41.622033764672324
2008-08-01,122.64188964184933,23.71880709209715,18.017142717903454
2008-09-01,50.32511339448485,50.9419772114929,14.463199063593722
2008-10-01,29.308724036303854,21.577644567602764,28.51099889125874
2008-11-01,36.18458370678772,29.022045447897437,102.50287472541861
2008-12-01,27.804310236887552,25.14271202654656,48.16041152170571
2009-01-01,92.8226277846097,63.389653001665316,181.46930332392796
2009-02-01,60.91762844038442,36.54158461510629,100.4951396803862
2009-03-01,63.745106032454785,40.14892317050951,133.43993887092262
2009-04-01,64.1497168176425,43.44154778942308,63.150409808595214
2009-05-01,110.73171807346415,106.176487304028,127.63330537024088
2009-06-01,117.83965486297524,72.40828882306027,67.98031862846919
2009-07-01,142.15921623085862,22.269806134741344,17.397172932415014
2009-08-01,132.53911921217883,21.338487481611647,17.02510023098934
2009-09-01,50.34803348073161,52.47054133641317,12.35902042488927
2009-10-01,29.932145154657103,20.479401467484852,33.976940344890714
2009-11-01,20.496399090488122,24.193707498512662,60.09862178915899
2009-12-01,28.368337108737776,43.69897959160062,70.25273746424422
2010-01-01,36.76123682943293,48.39335885083491,111.8800804379117
2010-02-01,45.51470023539058,36.16451535715439,103.3201225948369
2010-03-01,46.64558719510365,32.46201586072864,79.08256557449693
2010-04-01,44.315128203203976,31.76049475822033,44.263327650628334
2010-05-01,41.741384043085546,24.438107892597426,6.137829976772779
2010-06-01,55.99554817262669,57.61784785040111,25.17127501894172
2010-07-01,124.25834053680829,27.06555236344282,34.12503662873539
2010-08-01,130.12719151601604,20.64542354802772,27.679321208752253
2010-09-01,46.83453471408548,41.09106454991748,24.439703942440556
2010-10-01,32.81396270898549,21.1164506733308,28.28937307383367
2010-11-01,19.865355862372287,15.75050662812264,37.40054086189942
2010-12-01,24.424348405597822,22.094386011403195,86.80797538349074
2011-01-01,58.667728123967215,54.231039431888334,129.28650079584526
2011-02-01,51.898707956194485,63.391042367533224,114.96035185435737
2011-03-01,64.73372182745497,37.5025083154938,138.6281497545871
2011-04-01,112.155815151324,68.91175759976362,120.07316189490855
2011-05-01,121.23053005296399,94.13142153159713,165.46889416562576
2011-06-01,136.42335843071837,122.67816573712358,136.1938162159753
2011-07-01,106.6151288362477,58.81192882629481,44.62668547825118
2011-08-01,138.02894299686,21.3076899328595,22.222480279930462
2011-09-01,60.549319985767156,52.41565052978583,16.449582289329957
2011-10-01,33.81308723692375,18.00800788497069,33.97533158583262
2011-11-01,27.933740901276373,8.416654875165625,49.620535809601655
2011-12-01,31.786357091785753,17.688930771818583,60.77081118323907
2012-01-01,35.23349705089139,32.625307985212174,74.22383488268689
2012-02-01,45.195967094238874,23.567386359497547,88.70604629375765
2012-03-01,83.38523563335819,50.537859988928176,155.23506263541745
2012-04-01,83.07996967135841,95.38008874126758,139.60516999566454
2012-05-01,129.47525016420798,139.65268364865514,158.23206528943842
2012-06-01,134.9384799815081,76.01639966030517,95.61713084956757
2012-07-01,121.98970169289396,44.980073433628924,43.86684364196161
2012-08-01,142.05736228674078,20.644967857962374,24.353221166754576
2012-09-01,55.31739790531128,56.314709916896355,15.389048343435183
2012-10-01,31.91218590977165,23.237294102969436,53.481672224771096
2012-11-01,26.06247106811904,39.04559946679678,94.92268953116101
2012-12-01,40.03224392194686,62.5758986497087,145.89819742479597
2013-01-01,43.1380920208458,19.435483726937353,60.91134297421975
2013-02-01,45.428786082335044,13.842963306974582,59.46563053544365
2013-03-01,57.995478171127395,32.71363220726125,91.03032197497338
2013-04-01,65.58150376447219,85.99345371475614,109.45323434249953
2013-05-01,113.76086164612532,71.07026244811061,117.23181714339941
2013-06-01,101.62953347094798,41.99584182592602,36.85740258173177
2013-07-01,145.91555203844044,18.682043176238928,28.876267673253512
2013-08-01,119.54282371927694,24.633205706329846,21.95276984129792
2013-09-01,47.12931001452552,46.91357026092654,21.07003343724217
2013-10-01,32.01828865549507,13.407309659173745,23.31886081194603
2013-11-01,22.428916879994517,24.130947498769732,54.680243649801916
2013-12-01,27.892931496587504,38.304391930725494,81.4285217679958
2014-01-01,29.457477322387593,39.32227135895136,74.90111370609006
2014-02-01,39.83994935468109,27.612347929939506,95.41341288521575
2014-03-01,64.84747708150766,68.03654200992904,147.90276094397703
2014-04-01,84.059211922047,97.10042529452137,121.7860325509629
2014-05-01,86.9498654363633,69.27348820546871,57.32927175926333
2014-06-01,105.25068283438569,46.66573531536333,33.952443551047935
2014-07-01,145.62470758720883,22.930693502917688,29.914478332590356
2014-08-01,116.03815661819763,26.469666079174903,19.437259866708946
2014-09-01,46.74080204148527,51.287618963507434,11.403159961092637
2014-10-01,28.659972311248225,21.19775322524197,31.65740233499781
2014-11-01,24.464004166867646,29.046003364905236,72.1866965478999
2014-12-01,37.91018547770934,70.7981162439702,137.9619340808949
2015-01-01,65.08447795911171,64.38252676750518,153.16191303146584
2015-02-01,57.214112058568894,67.55634721297109,140.14101395568755
2015-03-01,61.87955599515271,48.0281639316901,117.6259966885674
2015-04-01,79.92482713858486,40.771680027225756,85.28073077463115
2015-05-01,82.55348016460412,19.18854972350771,50.06493235845578
2015-06-01,103.12250037293151,13.434658703890486,28.408661855120638
2015-07-01,114.93306806343263,12.611445421221388,6.577275517401559
2015-08-01,98.95951608228427,15.879311389092974,5.496805423536399
2015-09-01,38.6701098814616,47.00863860980171,21.983616945853804
2015-10-01,29.443738552362266,20.809842156686646,29.813705118022472
2015-11-01,36.07828433827105,43.7323530956963,98.8702550286662
2015-12-01,57.15178423993901,78.21105745017779,208.11440589066993
2016-01-01,49.714175920434755,28.79653149549563,93.59912551760307
2016-02-01,73.38646025736892,72.3175168155418,162.77237588354876
2016-03-01,89.78241303619659,96.45475203311385,255.67219337655996
2016-04-01,129.72215365364687,129.28733398389392,200.2950031121155
2016-05-01,119.06522286857235,73.3822972611812,98.07462505544578
2016-06-01,118.7382829022094,35.13185161669061,36.21971699898084
2016-07-01,146.33567817883053,17.360142532411928,11.814542455167075
2016-08-01,131.0180774722506,21.674759797291948,10.61914785821383
2016-09-01,56.623068348244615,45.87904545761611,5.010643888608366
2016-10-01,36.47427053371111,31.82599225194589,110.88938255161194
2016-11-01,33.85088360166966,58.117494326388076,100.42357040783274
2016-12-01,41.06499631282756,32.76379085830026,67.63628179054771
2017-01-01,39.64377921386831,12.773520193162952,47.71518456298846
2017-02-01,36.495766528991545,24.18964320282836,90.0917883287284
2017-03-01,86.6614806108099,59.343465328972336,163.77542983616505
2017-04-01,92.08830486682227,97.887541844732,195.39874684189536
2017-05-01,86.61744403892564,148.30671601362346,155.98522450434825
